word,CH1_frequency,CH1_rank,CH2_frequency,CH2_rank,CH3_frequency,CH3_rank,CH4_frequency,CH4_rank,CH5_frequency,CH5_rank,CH6_frequency,CH6_rank,CH7_frequency,CH7_rank,CH8_frequency,CH8_rank,CH9_frequency,CH9_rank,CH10_frequency,CH10_rank,CH11_frequency,CH11_rank,CH12_frequency,CH12_rank,CH13_frequency,CH13_rank,CH14_frequency,CH14_rank,CH15_frequency,CH15_rank,CH16_frequency,CH16_rank,CH17_frequency,CH17_rank,CH18_frequency,CH18_rank,CH19_frequency,CH19_rank,CH20_frequency,CH20_rank,CH21_frequency,CH21_rank,CH22_frequency,CH22_rank,CH23_frequency,CH23_rank,CH24_frequency,CH24_rank,CH25_frequency,CH25_rank,CH26_frequency,CH26_rank,CH27_frequency,CH27_rank,CH28_frequency,CH28_rank,CH29_frequency,CH29_rank,CH30_frequency,CH30_rank,CH31_frequency,CH31_rank,CH32_frequency,CH32_rank,CH33_frequency,CH33_rank,CH34_frequency,CH34_rank,CH35_frequency,CH35_rank,CH36_frequency,CH36_rank,CH37_frequency,CH37_rank,CH38_frequency,CH38_rank,CH39_frequency,CH39_rank,CH40_frequency,CH40_rank,CH41_frequency,CH41_rank,CH42_frequency,CH42_rank,CH43_frequency,CH43_rank,CH44_frequency,CH44_rank,CH45_frequency,CH45_rank,CH46_frequency,CH46_rank,CH47_frequency,CH47_rank,CH48_frequency,CH48_rank,CH49_frequency,CH49_rank,CH50_frequency,CH50_rank,Total_frequency,Total_rank
clean,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1015.0,,,,,1.0,330.0,,,,,1.0,608.0,,,,,,,,,,,,,1.0,529.0,,,1.0,633.0,2.0,172.0,,,,,,,,,,,,,2.0,113.0,,,,,,,,,,,,,,,1.0,1116.0,,,1.0,373.0,,,,,,,,,11.0,1130.0
acknowledgements,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5487.0
election,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,53.0,,,,,,,,,2.0,136.0,,,,,1.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1608.0
securing,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3678.0
congratulating,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2897.0
perseverance,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3683.0
births,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3684.0
smooth,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2899.0
fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3688.0
infertility,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3694.0
biological,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3695.0
heartiest,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3696.0
warmest,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,268.0,1.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,800.0,,,,,,,,,5.0,2096.0
joy,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,144.0,,,,,,,,,,,,,,,1.0,258.0,,,,,,,,,,,,,,,,,1.0,739.0,1.0,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,239.0,,,,,1.0,166.0,9.0,1240.0
thrilled,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,238.0,,,,,,,4.0,2442.0
brilliant,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3697.0
terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,160.0,,,,,,,,,,,,,1.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,660.0,,,,,,,4.0,2443.0
watched,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,659.0,,,,,,,,,3.0,2909.0
accomplishment,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,164.0,,,,,,,,,,,,,1.0,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,597.0,,,,,,,,,,,,,4.0,2446.0
sheehysome,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5488.0
begins,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,169.0,,,,,,,,,,,,,,,1.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1830.0
adds,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,173.0,,,,,,,,,,,,,,,,,,,,,1.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3676.0
glow,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5489.0
landmarks,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5490.0
successes,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,344.0,,,1.0,630.0,,,1.0,491.0,,,,,,,,,1.0,307.0,,,,,,,,,5.0,2091.0
sweetness,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2893.0
thoughtfulness,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,552.0,,,,,,,,,,,,,,,1.0,615.0,,,1.0,702.0,,,4.0,2439.0
occasions,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2610.0
honors,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201.0,,,,,,,,,,,,,,,3.0,2894.0
prizes,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3677.0
club,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,2.0,77.0,,,,,,,,,,,,,,,,,2.0,204.0,,,1.0,369.0,3.0,48.0,18.0,717.0
jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,202.0,,,,,,,,,,,,,,,,,,,,,,,1.0,401.0,,,,,1.0,632.0,1.0,590.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,44.0,,,,,,,2.0,143.0,,,,,,,11.0,1131.0
milestones,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,205.0,,,,,,,,,,,,,1.0,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3679.0
christening,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5491.0
circumcision,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5492.0
mitzvah,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,84.0,,,,,,,,,,,,,,,,,,,,,1.0,314.0,,,,,,,,,,,,,,,,,7.0,1609.0
communion,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5493.0
ordination,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5494.0
selected,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,660.0,,,,,,,1.0,994.0,,,,,,,,,,,,,,,3.0,2895.0
limit,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,216.0,,,,,1.0,456.0,,,1.0,327.0,,,,,1.0,719.0,,,,,,,,,1.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,443.0,,,,,,,,,,,,,6.0,1831.0
pleasing,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,828.0,,,,,,,,,,,,,2.0,3680.0
consists,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,222.0,,,,,,,,,,,1.0,232.0,1.0,526.0,1.0,461.0,,,,,1.0,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,470.0,,,,,,,,,1.0,475.0,,,,,,,,,,,7.0,1610.0
clipping,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,227.0,,,,,,,,,,,,,,,,,,,,,,,1.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3681.0
bearing,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5495.0
closing,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,235.0,,,,,,,,,,,,,,,,,1.0,402.0,,,,,,,,,,,,,,,,,,,,,,,1.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2092.0
flattery,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5496.0
watch,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,246.0,,,,,,,,,,,,,,,1.0,677.0,3.0,68.0,,,,,,,,,,,,,,,,,1.0,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,362.0,3.0,122.0,,,1.0,505.0,,,12.0,1053.0
uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,249.0,,,,,1.0,340.0,1.0,477.0,,,,,,,,,,,,,,,2.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,,,,,,,,,,,8.0,1445.0
duty,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,252.0,,,,,,,,,,,1.0,516.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,326.0,,,,,,,,,,,,,,,1.0,751.0,,,,,1.0,1158.0,,,,,,,,,,,,,5.0,2093.0
compare,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,257.0,,,,,,,,,,,,,1.0,358.0,,,,,,,,,1.0,341.0,,,,,,,1.0,589.0,,,,,,,,,,,,,,,,,,,,,1.0,577.0,,,,,,,,,,,,,,,,,,,5.0,2094.0
sun,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2896.0
spin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3682.0
associates,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,542.0,,,,,,,,,3.0,2898.0
promotions,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,286.0,,,,,,,,,,,,,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,1.0,214.0,,,,,,,,,,,,,,,,,,,,,2.0,207.0,,,,,,,,,,,,,6.0,1832.0
collective,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5497.0
naming,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3685.0
surpassing,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5498.0
goal,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,297.0,,,,,,,1.0,229.0,,,,,1.0,381.0,,,,,1.0,221.0,1.0,549.0,,,,,,,,,,,,,1.0,422.0,,,,,,,,,,,,,1.0,427.0,,,,,,,1.0,622.0,,,1.0,376.0,,,,,,,,,,,9.0,1320.0
speedy,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,298.0,,,,,,,,,,,,,,,,,1.0,190.0,,,,,6.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,775.0,,,,,,,9.0,1321.0
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,299.0,,,1.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,895.0,,,,,1.0,708.0,,,,,,,,,4.0,2440.0
cautionary,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5499.0
elicit,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3686.0
surviving,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3687.0
upheaval,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5500.0
premature,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5501.0
multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,328.0,,,1.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2900.0
pills,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5502.0
born,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,372.0,,,,,,,,,,,,,,,,,2.0,3689.0
disability,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,335.0,,,,,,,,,,,,,,,,,,,,,1.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,374.0,1.0,440.0,,,,,1.0,586.0,,,,,,,,,7.0,1611.0
hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,345.0,,,,,,,,,1.0,592.0,,,,,,,,,,,,,6.0,37.0,,,,,,,,,,,,,,,2.0,95.0,,,,,,,,,,,,,1.0,529.0,1.0,393.0,,,,,,,,,1.0,507.0,,,,,,,14.0,912.0
drink,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,398.0,,,,,,,,,,,,,,,,,2.0,3690.0
guess,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,349.0,,,,,,,,,,,,,,,2.0,243.0,,,,,,,,,,,,,,,,,1.0,502.0,1.0,507.0,,,,,,,,,,,,,,,,,,,1.0,400.0,,,,,,,,,,,,,,,,,6.0,1833.0
burdens,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,351.0,,,,,,,,,,,,,,,,,,,,,,,1.0,326.0,,,1.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,403.0,,,,,,,1.0,444.0,,,,,,,,,5.0,2095.0
devastated,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,353.0,,,,,,,,,1.0,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,381.0,,,,,1.0,734.0,2.0,201.0,,,,,,,,,6.0,1834.0
reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,385.0,,,,,,,,,,,,,,,,,2.0,3691.0
bet,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,364.0,,,,,,,,,,,,,,,1.0,320.0,,,,,,,1.0,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2901.0
adopt,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,365.0,,,,,,,,,,,,,,,,,,,1.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3692.0
cure,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3693.0
pregnancies,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5503.0
adopting,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,608.0,,,3.0,2902.0
inside,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,391.0,,,,,,,,,,,,,,,,,,,,,,,1.0,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,499.0,,,,,,,18.0,718.0
politics,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,394.0,,,,,,,,,,,,,,,1.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1040.0,,,,,,,,,,,,,,,3.0,2903.0
closeness,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5504.0
settings,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5505.0
m,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,408.0,,,,,,,,,,,,,1.0,535.0,,,,,,,,,1.0,675.0,,,,,1.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,304.0,2.0,321.0,,,,,,,1.0,261.0,,,,,9.0,1322.0
l,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,410.0,,,,,,,,,,,,,1.0,537.0,,,,,,,,,,,,,,,1.0,390.0,,,,,,,,,,,,,,,,,,,2.0,249.0,,,,,,,2.0,305.0,,,,,1.0,604.0,,,,,,,,,8.0,1446.0
congratulationsmany,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5506.0
muchonhappinessachieved,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5507.0
goalsoffer,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5508.0
sincerest,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,582.0,,,,,,,,,3.0,2904.0
estall,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5509.0
happinesscongratulationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5510.0
impressive,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,420.0,,,,,,,,,,,,,1.0,581.0,,,,,,,1.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,300.0,,,,,1.0,543.0,,,1.0,503.0,,,,,,,,,,,,,7.0,1476.0
achievementred,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5511.0
dayanother,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5512.0
successrejoice,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5513.0
expectationssharing,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5514.0
happinesscheerful,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5515.0
cheering,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5516.0
newssignificant,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5517.0
valuable,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,428.0,,,,,,,,,,,,,1.0,366.0,,,,,,,,,,,,,,,,,,,1.0,708.0,,,,,,,,,1.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2441.0
contributioncontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5518.0
